condition,id,display_text,english_gloss,retrieval_query,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top_retrieval_score,top_retrieved_case,retrieved_doc_names,top1_reasoning
A_WithGloss,1,enna yejamaana enna kas wapas koryiijare,My landlord did not give back my money,My landlord did not give back my money,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,0.3343,Sridhar P. vs. Ramesh,Sridhar P. | Ravishankara G.K. | Dr. Alfred Aranha,The situation involves a dispute over payment and the individual's financial interests are affecA_WithA_WithGloss,2,enna dhani i thingoal kas koryijare,My employer did not pay me this month,My employer did not pay me this month,Work/Employment,,Consumer/Money/Debt,Work/Employment,Torts/Individuals,0.90,False,True,True,0.3182,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Shanty Kokoth,The situation involves a payment issue with an employer.
A_WithGloss,3,yera enna bailee tundu maltd'd eddae maltijji,Someone broke my fence and did not fix it,Someone broke my fence and did not fix it,Torts/Individuals,,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,0.3132,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Nikitha A.,The person's property was damaged by another individual without permission.
D_KannadaScript,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,Torts/Individuals,,Torts/Individuals,Housing,Work/Employment,0.90,True,True,False,0.9943,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Physical interaction without permission
D_KannadaScript,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,Work/Employment,,Work/Employment,Consumer/Money/Debt,Torts/Individuals,0.90,True,True,False,0.9988,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Employment relationship and payment dispute
D_KannadaScript,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves a debt owed to the person and their efforts to recover it.
D_KannadaScript,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Housing,Land/Property,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves an unauthorized entry into someone's home.
D_KannadaScript,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Torts/Individuals,0.80,True,True,False,0.9849,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Financial issue with unclear context
D_KannadaScript,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,Consumer/Money/Debt,Courts/Legal-System,Work/Employment,Torts/Individuals,Courts/Legal-System,0.80,False,True,True,0.9849,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves a deadline and seems to be related to the person's job or occupation.
D_KannadaScript,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,Consumer/Money/Debt,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.9988,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves someone using the person's name or signature without permission.
D_KannadaScript,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,Consumer/Money/Debt,,Torts/Individuals,IP/Identity,Courts/Legal-System,0.80,False,False,False,0.9988,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | State,The situation involves a dispute between individuals over a shared document.
D_KannadaScript,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,,Courts/Legal-System,Housing,Work/Employment,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The person is unsure about what to do with a court case and feels confused.
D_KannadaScript,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves someone taking the person's money without permission.
D_KannadaScript,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,Torts/Individuals,Housing,Torts/Individuals,Land/Property,Courts/Legal-System,0.80,True,True,False,0.5262,Shanty Kokoth vs. Shankar Ganesh P.J.,Shanty Kokoth | Nikitha A. | Dr. Alfred Aranha,The situation involves a family dispute over ancestral property and inheritance rights.
D_KannadaScript,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Land/Property,Housing,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Trespassing on one's land without permission
D_KannadaScript,18,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,Someone is selling their things using my name,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,IP/Identity,,IP/Identity,Torts/Individuals,Housing,0.90,True,True,False,0.9988,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves someone using another person's name without permission.
D_KannadaScript,19,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,My old employer is stopping me from starting my own work,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,Work/Employment,,Work/Employment,Housing,Consumer/Money/Debt,0.90,True,True,False,0.9943,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation revolves around the person's employer and their own uncertainty about how to proceed.
D_KannadaScript,20,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,After my father passed away my family took the land that was meant to be given to me,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,1.0000,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sadashiva Shetty | Vishwajit Umesh Naik,"The situation involves a family property and inheritance issues after the mother's death, which strongly suggests that it falls under the 'Land/Property' category."
tes/Wills,Torts/Individuals,0.90,False,True,True,1.0000,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sadashiva Shetty | Vishwajit Umesh Naik,"The situation involves family property and inheritance issues after someone's passing, which are typical concerns in the context of land and property law."
