condition,id,display_text,english_gloss,retrieval_query,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top_retrieval_score,top_retrieved_case,retrieved_doc_names,top1_reasoning
A_WithGloss,1,enna yejamaana enna kas wapas koryiijare,My landlord did not give back my money,My landlord did not give back my money,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,0.6850,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,The situation involves a dispute over payment and the return of funds.
D_KannadaScript,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,Torts/Individuals,,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.80,False,True,True,0.6384,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Nikitha A. | Ravishankara G.K.,"The person is struggling to pay off debts, which falls under the broader category of consumer finance."
D_KannadaScript,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,Work/Employment,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,False,False,0.3819,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Ravishankara G.K.,The situation revolves around financial concerns and the lack of insurance coverage for a vehicle.
D_KannadaScript,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Torts/Individuals,0.80,True,True,False,0.5358,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Gagan B.S. | Akkamma,The situation revolves around debt and financial struggles.
D_KannadaScript,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Housing,Land/Property,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,0.6363,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,The situation involves an individual's right to live in their own home being threatened by someone else's actions.
D_KannadaScript,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,0.5376,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Akkamma | R.K. Usha Devi,The situation involves a loan and repayment difficulties.
D_KannadaScript,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,Consumer/Money/Debt,Courts/Legal-System,Courts/Legal-System,Land/Property,Torts/Individuals,0.85,False,True,True,0.5371,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Shanty Kokoth,"The situation involves making a decision about a past choice and figuring out what to do with the outcome, which suggests some kind of legal or judicial process involved."
D_KannadaScript,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,Consumer/Money/Debt,IP/Identity,Courts/Legal-System,Torts/Individuals,0.90,False,True,True,0.5364,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Gagan B.S. | State,The person is trying to prove their identity and ownership of a property.
D_KannadaScript,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,Consumer/Money/Debt,,Courts/Legal-System,IP/Identity,Torts/Individuals,0.80,False,False,False,0.5401,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Sridhar P.,"The person's signature has been compromised, and they are likely seeking legal recourse to resolve the issue."
D_KannadaScript,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,Consumer/Money/Debt,0.90,True,True,False,0.6586,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sridhar P. | Shanty Kokoth,The person is unsure about which court to go to with their issue.
D_KannadaScript,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.80,False,True,True,0.5703,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Nikitha A. | Ravishankara G.K.,The situation revolves around financial issues related to the person's home and insurance.
D_KannadaScript,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,Torts/Individuals,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,0.6038,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sridhar P. | Ravishankara G.K.,"The situation involves financial issues and debt, which is the primary focus of this category."
D_KannadaScript,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Land/Property,Housing,Torts/Individuals,Consumer/Money/Debt,Work/Employment,0.90,False,False,False,0.4810,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Gagan B.S. | Ravishankara G.K.,"The situation involves an individual seeking compensation for damages to their vehicle, which is a classic example of a tort."
D_KannadaScript,18,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,Someone is selling their things using my name,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,IP/Identity,,Work/Employment,Torts/Individuals,Consumer/Money/Debt,0.80,False,False,False,0.4920,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Gagan B.S. | Shanty Kokoth,"The situation involves someone taking something that belongs to the person, which could be related to their work or employment."
D_KannadaScript,19,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,My old employer is stopping me from starting my own work,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,Work/Employment,,Consumer/Money/Debt,Housing,Work/Employment,0.90,False,True,True,0.5655,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | R.K. Usha Devi,The situation revolves around a loan and repayment issues.
D_KannadaScript,20,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,After my father passed away my family took the land that was meant to be given to me,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.5201,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Sadashiva Shetty,The situation involves a property dispute and inheritance issues.
