condition,id,display_text,english_gloss,retrieval_query,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top_retrieval_score,top_retrieved_case,retrieved_doc_names,top1_reasoning
D_KannadaScript,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,Work/Employment,,Work/Employment,Consumer/Money/Debt,Torts/Individuals,0.90,True,True,False,0.9988,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Employment termination without reason
D_KannadaScript,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves a debt owed by another person to the individual.
D_KannadaScript,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Housing,Land/Property,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves physical harm or damage caused by another person to the person's property.
D_KannadaScript,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Work/Employment,0.80,True,True,False,0.9849,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,"The person needs money, suggesting a financial issue or debt problem."
D_KannadaScript,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,Consumer/Money/Debt,Courts/Legal-System,Courts/Legal-System,Land/Property,Torts/Individuals,0.80,False,True,True,0.9849,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,"The situation involves decision-making and a connection to past actions, which suggests legal implications."
D_KannadaScript,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,Consumer/Money/Debt,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.9988,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,"The situation involves someone using the person's name without permission, which is a violation of their personal identity and intellectual property."
D_KannadaScript,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,Consumer/Money/Debt,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,0.9988,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | State,"The issue revolves around identifying or naming something (the document), which falls under the broader category of Intellectual Property and Identity."
D_KannadaScript,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,,Courts/Legal-System,Work/Employment,Housing,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The person is unsure about what to do with a court case and feels confused.
D_KannadaScript,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,Courts/Legal-System,Consumer/Money/Debt,Land/Property,Torts/Individuals,Consumer/Money/Debt,0.90,False,True,True,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,"The situation involves someone occupying a different land, which suggests an issue related to property or land ownership."
D_KannadaScript,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,Torts/Individuals,Housing,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.5262,Shanty Kokoth vs. Shankar Ganesh P.J.,Shanty Kokoth | Nikitha A. | Dr. Alfred Aranha,The situation revolves around a person's father's house being taken away and potentially destroyed.
D_KannadaScript,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Land/Property,Housing,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves someone entering the person's land without permission.
D_KannadaScript,18,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,Someone is selling their things using my name,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,IP/Identity,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,0.9988,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The issue appears to be related to someone else using the person's name or identity without permission.
D_KannadaScript,19,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,My old employer is stopping me from starting my own work,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,Work/Employment,,Work/Employment,Consumer/Money/Debt,Torts/Individuals,0.90,True,True,False,0.9943,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves the person's employment and their employer's actions.
D_KannadaScript,20,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,After my father passed away my family took the land that was meant to be given to me,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,Estates/Wills,Land/Property,Estates/Wills,Torts/Individuals,Housing,0.90,True,True,False,1.0000,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sadashiva Shetty | Vishwajit Umesh Naik,The situation involves the death of a family member and the distribution of property or assets.
E_NoRAG_KannadaPriming,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,N/A,N/A,N/A,Dispute over money owed by the landlord
E_NoRAG_KannadaPriming,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,Work/Employment,,Consumer/Money/Debt,Work/Employment,Housing,0.95,False,True,True,N/A,N/A,N/A,Employer owes employee money from previous agreement
E_NoRAG_KannadaPriming,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,N/A,N/A,N/A,Physical harm/damage caused by another person
E_NoRAG_KannadaPriming,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,True,True,False,N/A,N/A,N/A,The situation involves money being given to someone and then that person leaving.
E_NoRAG_KannadaPriming,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,Land/Property,,Land/Property,Torts/Individuals,Housing,0.95,True,True,False,N/A,N/A,N/A,Neighbor took land without permission
E_NoRAG_KannadaPriming,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,Torts/Individuals,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,True,True,False,N/A,N/A,N/A,Physical harm caused by another individual
E_NoRAG_KannadaPriming,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,Work/Employment,,Work/Employment,Consumer/Money/Debt,Housing,0.90,True,True,False,N/A,N/A,N/A,Employment relationship and lack of payment
E_NoRAG_KannadaPriming,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,N/A,N/A,N/A,The situation involves a loan or debt being owed to someone.
E_NoRAG_KannadaPriming,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Housing,Land/Property,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,N/A,N/A,N/A,Property damage caused by another person's action
E_NoRAG_KannadaPriming,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Work/Employment,0.90,True,True,False,N/A,N/A,N/A,Financial transaction or agreement gone wrong
E_NoRAG_KannadaPriming,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,Consumer/Money/Debt,Courts/Legal-System,Courts/Legal-System,Housing,Consumer/Money/Debt,0.90,False,True,True,N/A,N/A,N/A,"The person is trying to understand a decision made by someone else in the past, which suggests a legal or judicial context."
E_NoRAG_KannadaPriming,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,Consumer/Money/Debt,Courts/Legal-System,IP/Identity,Torts/Individuals,0.90,True,True,False,N/A,N/A,N/A,Signed a document without understanding its contents
E_NoRAG_KannadaPriming,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,Consumer/Money/Debt,,Courts/Legal-System,IP/Identity,Torts/Individuals,0.90,False,False,False,N/A,N/A,N/A,Signed a document without understanding its contents
E_NoRAG_KannadaPriming,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,,Courts/Legal-System,Housing,Consumer/Money/Debt,0.90,True,True,False,N/A,N/A,N/A,Uncertainty about which court to go to
E_NoRAG_KannadaPriming,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,N/A,N/A,N/A,Money taken without permission
E_NoRAG_KannadaPriming,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,Torts/Individuals,Housing,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,N/A,N/A,N/A,Damage caused by another person to the individual's property without permission
E_NoRAG_KannadaPriming,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Land/Property,Housing,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,N/A,N/A,N/A,Unauthorized occupation of land
E_NoRAG_KannadaPriming,18,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,Someone is selling their things using my name,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,IP/Identity,,IP/Identity,Torts/Individuals,Housing,0.90,True,True,False,N/A,N/A,N/A,Personal identity and intellectual property rights violation
E_NoRAG_KannadaPriming,19,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,My old employer is stopping me from starting my own work,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,Work/Employment,,Work/Employment,Housing,Torts/Individuals,0.90,True,True,False,N/A,N/A,N/A,Employer restricting ability to start own business
E_NoRAG_KannadaPriming,20,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,After my father passed away my family took the land that was meant to be given to me,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,Estates/Wills,Land/Property,Estates/Wills,Land/Property,Torts/Individuals,0.95,True,True,False,N/A,N/A,N/A,Inheritance disputes after a family member's death
F_KannadaScript_NoPriming,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Housing,Consumer/Money/Debt,Work/Employment,Torts/Individuals,Consumer/Money/Debt,0.85,False,True,True,0.9453,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Employer-employee relationship and property withheld
F_KannadaScript_NoPriming,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,Work/Employment,,Consumer/Money/Debt,Housing,Work/Employment,0.90,False,True,True,0.9453,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Financial recovery is the primary issue
F_KannadaScript_NoPriming,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Torts/Individuals,,Land/Property,Torts/Individuals,Housing,0.85,False,True,True,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The person's property has been taken and used without their permission.
F_KannadaScript_NoPriming,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation revolves around someone taking the person's money without permission.
F_KannadaScript_NoPriming,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,Land/Property,,Land/Property,Housing,Torts/Individuals,0.90,True,True,False,0.9096,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves someone taking the person's land without permission.
F_KannadaScript_NoPriming,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,Torts/Individuals,,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.90,False,True,True,0.9943,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation revolves around someone taking the person's money without returning it.
F_KannadaScript_NoPriming,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,Work/Employment,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,False,False,0.9988,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The person's main concern is that someone has taken their money without permission.
F_KannadaScript_NoPriming,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves an individual who owes the person money and has not returned it.
F_KannadaScript_NoPriming,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Housing,Land/Property,Housing,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Unauthorized entry into someone's home
F_KannadaScript_NoPriming,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Work/Employment,0.85,True,True,False,0.9849,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Financial issue related to a decision or agreement
