condition,id,display_text,english_gloss,retrieval_query,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top_retrieval_score,top_retrieved_case,retrieved_doc_names,top1_reasoning
D_KannadaScript,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,Work/Employment,,Torts/Individuals,Courts/Legal-System,Consumer/Money/Debt,0.90,False,False,False,0.2088,Ravishankara G.K. vs. Rekha,Ravishankara G.K. | State | Amith Ramachandra,"The person is seeking recovery of their money that was taken without consent, which falls under tort law."
D_KannadaScript,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Consumer/Money/Debt,,Estates/Wills,Land/Property,Torts/Individuals,0.90,False,False,False,0.2229,Sridhar P. vs. Ramesh,Sridhar P. | Vishwajit Umesh Naik | Dr. Alfred Aranha,"The situation involves a dispute over inheritance and property rights, which is typical of estate and wills-related issues."
D_KannadaScript,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Housing,Land/Property,Housing,Consumer/Money/Debt,Courts/Legal-System,0.90,True,True,False,0.1409,Gagan B.S. vs. Shivamurthy T.,Gagan B.S. | Amith Ramachandra | Vishwajit Umesh Naik,The situation involves a person's home and potentially an eviction notice.
D_KannadaScript,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,Consumer/Money/Debt,,Land/Property,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,0.2272,Akkamma vs. Ramesh Patil,Akkamma | Dr. Alfred Aranha | State,The situation appears to be related to a person's family property and their desire to resolve an issue with it.
D_KannadaScript,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,Consumer/Money/Debt,Courts/Legal-System,Work/Employment,IP/Identity,Courts/Legal-System,0.90,False,True,True,0.1817,R.K. Usha Devi vs. Akash V. Patil,R.K. Usha Devi | State | Shanty Kokoth,The person is facing a dispute with their employer regarding their employment status.
D_KannadaScript,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.1713,State vs. M. Shanthilal Manikylal,State | Dr. Alfred Aranha | Sridhar P.,"The situation involves a debt and financial insufficiency, which falls under the broader category of consumer finance."
D_KannadaScript,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,Consumer/Money/Debt,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,0.2369,Akkamma vs. Ramesh Patil,Akkamma | Manju K | State,The situation revolves around a disputed name and identity.
D_KannadaScript,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.2783,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sridhar P. | Akkamma,The situation involves a check and debt repayment.
D_KannadaScript,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,Courts/Legal-System,Consumer/Money/Debt,Housing,Land/Property,Consumer/Money/Debt,0.90,False,True,True,0.1647,State vs. M. Shanthilal Manikylal,State | Premalatha | Akkamma,The situation revolves around the person's living arrangements and desire for a separate place.
D_KannadaScript,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,Torts/Individuals,Housing,Work/Employment,Torts/Individuals,Estates/Wills,0.90,False,True,True,0.1562,Nikitha A. vs. Santhosh Ghatke,Nikitha A. | State | Premalatha,"The situation involves the distribution of assets after someone's death, which is a work-related issue."
D_KannadaScript,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Land/Property,Housing,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,0.1962,R.K. Usha Devi vs. Akash V. Patil,R.K. Usha Devi | Dr. Alfred Aranha | Nikitha A.,The situation involves an individual experiencing harm or injury due to another party's actions.
D_KannadaScript,18,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,Someone is selling their things using my name,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,IP/Identity,,Torts/Individuals,Consumer/Money/Debt,Housing,0.90,False,False,False,0.2359,Akkamma vs. Ramesh Patil,Akkamma | Dr. Alfred Aranha | R.K. Usha Devi,Unauthorized taking of personal property
D_KannadaScript,19,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,My old employer is stopping me from starting my own work,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,Work/Employment,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,0.2176,R.K. Usha Devi vs. Akash V. Patil,R.K. Usha Devi | Premalatha | Sadashiva Shetty,"The situation involves a financial crisis and debt repayment, which is typical of consumer/money/debt issues."
D_KannadaScript,20,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,After my father passed away my family took the land that was meant to be given to me,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,Estates/Wills,Land/Property,Torts/Individuals,Courts/Legal-System,Housing,0.80,False,False,False,0.2032,Gagan B.S. vs. Shivamurthy T.,Gagan B.S. | R.K. Usha Devi | Amith Ramachandra,The situation involves a personal injury or loss (the death of the person's mother) and potential disputes over property rights.
E_NoRAG_KannadaPriming,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Housing,Consumer/Money/Debt,Housing,Consumer/Money/Debt,Courts/Legal-System,0.85,True,True,False,N/A,N/A,N/A,Landlord-tenant deposit dispute
E_NoRAG_KannadaPriming,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,Work/Employment,,Consumer/Money/Debt,Work/Employment,Housing,0.90,False,True,True,N/A,N/A,N/A,Unpaid debt owed by employer
E_NoRAG_KannadaPriming,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Torts/Individuals,,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,N/A,N/A,N/A,Property damage caused by another person's action
E_NoRAG_KannadaPriming,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.85,True,True,False,N/A,N/A,N/A,Money transaction issue
E_NoRAG_KannadaPriming,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,Land/Property,,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,N/A,N/A,N/A,Neighbor took person's land without permission
E_NoRAG_KannadaPriming,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,Torts/Individuals,,Housing,Housing,Housing,0.00,False,False,False,N/A,N/A,N/A,[corrected from 'ERROR'] parse error
E_NoRAG_KannadaPriming,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,Work/Employment,,Work/Employment,Consumer/Money/Debt,Housing,0.95,True,True,False,N/A,N/A,N/A,Employment relationship and lack of payment
E_NoRAG_KannadaPriming,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,N/A,N/A,N/A,The person is having trouble getting someone to return money they lent.
E_NoRAG_KannadaPriming,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Housing,Land/Property,Torts/Individuals,Housing,Courts/Legal-System,0.85,False,True,True,N/A,N/A,N/A,Unauthorized entry into a dwelling
E_NoRAG_KannadaPriming,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,Consumer/Money/Debt,,Consumer/Money/Debt,Work/Employment,Torts/Individuals,0.85,True,True,False,N/A,N/A,N/A,Money taken without consent
E_NoRAG_KannadaPriming,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,Consumer/Money/Debt,Courts/Legal-System,Courts/Legal-System,Housing,Torts/Individuals,0.90,False,True,True,N/A,N/A,N/A,"The person is trying to understand a decision made by someone else that happened in the past, which suggests a legal or judicial context."
E_NoRAG_KannadaPriming,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,Consumer/Money/Debt,Courts/Legal-System,IP/Identity,Torts/Individuals,0.90,True,True,False,N/A,N/A,N/A,Signed document without understanding its contents
E_NoRAG_KannadaPriming,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,Consumer/Money/Debt,,Courts/Legal-System,IP/Identity,Torts/Individuals,0.90,False,False,False,N/A,N/A,N/A,Signed a document without understanding its contents
E_NoRAG_KannadaPriming,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,Courts/Legal-System,,Courts/Legal-System,Housing,Torts/Individuals,0.90,True,True,False,N/A,N/A,N/A,Confusion about which court to go to or how to proceed with a legal issue
E_NoRAG_KannadaPriming,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,N/A,N/A,N/A,Money taken without consent
E_NoRAG_KannadaPriming,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,Torts/Individuals,Housing,Torts/Individuals,Land/Property,Housing,0.85,True,True,False,N/A,N/A,N/A,Property damage caused by another person's action
E_NoRAG_KannadaPriming,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Land/Property,Housing,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,N/A,N/A,N/A,Unauthorized occupation or trespass
E_NoRAG_KannadaPriming,18,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,Someone is selling their things using my name,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,IP/Identity,,IP/Identity,Torts/Individuals,Housing,0.90,True,True,False,N/A,N/A,N/A,The person's name is being used by someone else to sell their things without permission.
E_NoRAG_KannadaPriming,19,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,My old employer is stopping me from starting my own work,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,Work/Employment,,Work/Employment,Torts/Individuals,Housing,0.95,True,True,False,N/A,N/A,N/A,Employment relationship and restriction on starting a new business
E_NoRAG_KannadaPriming,20,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,After my father passed away my family took the land that was meant to be given to me,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,Estates/Wills,Land/Property,Estates/Wills,Land/Property,Torts/Individuals,0.90,True,True,False,N/A,N/A,N/A,Inheritance dispute over family land
F_KannadaScript_NoPriming,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Housing,Consumer/Money/Debt,Housing,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,0.2110,Vishwajit Umesh Naik vs. Pranjal Vishwajit Naik,Vishwajit Umesh Naik | Nikitha A. | Neelamegham,The situation involves a dispute with a landlord and concerns about security deposit and vacating the premises.
F_KannadaScript_NoPriming,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,Work/Employment,,Torts/Individuals,Courts/Legal-System,Housing,0.90,False,False,False,0.1702,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sadashiva Shetty | Amith Ramachandra,"The situation involves someone trying to enter the person's house without permission, which falls under personal injury or property damage caused by another individual."
F_KannadaScript_NoPriming,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Torts/Individuals,,Land/Property,Torts/Individuals,Housing,0.80,False,True,True,0.1578,State vs. M. Shanthilal Manikylal,State | Ravishankara G.K. | Akkamma,The situation involves a dispute over property rights and inheritance.
F_KannadaScript_NoPriming,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.80,True,True,False,0.1927,State vs. M. Shanthilal Manikylal,State | Dr. Alfred Aranha | Ravishankara G.K.,Financial crisis and potential debt are the primary concerns.
F_KannadaScript_NoPriming,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,Land/Property,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,0.2057,Nikitha A. vs. Santhosh Ghatke,Nikitha A. | State | R.K. Usha Devi,The situation involves a dispute over someone's property.
F_KannadaScript_NoPriming,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,Torts/Individuals,,Consumer/Money/Debt,Torts/Individuals,Housing,0.80,False,True,True,0.2296,R.K. Usha Devi vs. Akash V. Patil,R.K. Usha Devi | Akkamma | Amith Ramachandra,The situation appears to be focused on the individual's financial struggles and potential need for assistance.
F_KannadaScript_NoPriming,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,Work/Employment,,Torts/Individuals,Consumer/Money/Debt,Courts/Legal-System,0.90,False,False,False,0.2088,Ravishankara G.K. vs. Rekha,Ravishankara G.K. | State | Amith Ramachandra,The situation involves a personal dispute over money owed to the person.
F_KannadaScript_NoPriming,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Consumer/Money/Debt,,Consumer/Money/Debt,Estates/Wills,Housing,0.90,True,True,False,0.2229,Sridhar P. vs. Ramesh,Sridhar P. | Vishwajit Umesh Naik | Dr. Alfred Aranha,"The situation involves a loan and repayment issues, which is a classic example of consumer debt."
F_KannadaScript_NoPriming,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Housing,Land/Property,Housing,Consumer/Money/Debt,Courts/Legal-System,0.90,True,True,False,0.1409,Gagan B.S. vs. Shivamurthy T.,Gagan B.S. | Amith Ramachandra | Vishwajit Umesh Naik,The situation revolves around the person's home and their obligation to leave it.
F_KannadaScript_NoPriming,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,Consumer/Money/Debt,,Land/Property,Housing,Consumer/Money/Debt,0.90,False,True,True,0.2272,Akkamma vs. Ramesh Patil,Akkamma | Dr. Alfred Aranha | State,The situation involves a family property and the person wants to know what decision they should take regarding it.
