condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,used_rag,n_passages_survived,top1_reasoning
CRAG_judge_sparseTulu_plus_jargon,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,Courts/Legal-System,IP/Identity,0.80,False,True,True,True,3,The situation involves a dispute between individuals regarding a decision made about their property or assets.
CRAG_judge_sparseTulu_plus_jargon,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,Courts/Legal-System,Consumer/Money/Debt,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,True,3,The situation revolves around identity-related documents and their unauthorized access.
CRAG_judge_sparseTulu_plus_jargon,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,Consumer/Money/Debt,,Estates/Wills,Torts/Individuals,Courts/Legal-System,0.80,False,False,False,True,3,"The situation involves a dispute over a shared asset and mentions written agreements, which suggests estate or will-related issues."
CRAG_judge_sparseTulu_plus_jargon,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,IP/Identity,0.90,True,True,False,True,3,The person needs to go to court and have a dispute resolved.
CRAG_judge_sparseTulu_plus_jargon,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,Courts/Legal-System,Consumer/Money/Debt,Housing,Consumer/Money/Debt,Courts/Legal-System,0.90,False,True,True,True,3,The person is looking to rent a house and has concerns about the process.
CRAG_judge_sparseTulu_plus_jargon,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,Torts/Individuals,Housing,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,True,True,False,True,3,"The situation involves an individual being wronged by another individual, which falls under torts."
CRAG_judge_sparseTulu_plus_jargon,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,Land/Property,Housing,Estates/Wills,Land/Property,Courts/Legal-System,0.90,False,True,True,True,3,The situation involves a family member's property and inheritance rights.
CRAG_judge_sparseTulu_plus_jargon,18,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,Someone is selling their things using my name,IP/Identity,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,True,3,The situation involves someone else using another person's identity without permission.
CRAG_judge_sparseTulu_plus_jargon,19,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,My old employer is stopping me from starting my own work,Work/Employment,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,True,3,The person is facing a debt-related issue and struggling to pay off their debts.
CRAG_judge_sparseTulu_plus_jargon,20,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,After my father passed away my family took the land that was meant to be given to me,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,True,3,The situation involves the person's family property and inheritance after their mother's death.
CRAG_judge_fullTulu_plus_jargon,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,Housing,Consumer/Money/Debt,Housing,Consumer/Money/Debt,Torts/Individuals,0.90,True,True,False,True,3,The situation revolves around a residential property and security deposit.
CRAG_judge_fullTulu_plus_jargon,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,Work/Employment,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,True,3,The situation involves debt and financial issues.
CRAG_judge_fullTulu_plus_jargon,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,Torts/Individuals,,Land/Property,Housing,Torts/Individuals,0.90,False,True,True,True,3,The situation mentions a problem with their home or property.
CRAG_judge_fullTulu_plus_jargon,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,Consumer/Money/Debt,,Estates/Wills,Torts/Individuals,Courts/Legal-System,0.80,False,False,False,True,3,"The situation appears to be related to inheritance and property rights, as it mentions a deceased person's assets and a dispute over their estate."
CRAG_judge_fullTulu_plus_jargon,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,Land/Property,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,True,3,The situation involves disputes over property ownership and inheritance.
CRAG_judge_fullTulu_plus_jargon,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,Torts/Individuals,,Consumer/Money/Debt,Work/Employment,Housing,0.90,False,False,False,True,3,The person is struggling to make ends meet and has financial difficulties.
CRAG_judge_fullTulu_plus_jargon,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,Work/Employment,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,True,3,The situation involves a dispute over property rights and inheritance.
CRAG_judge_fullTulu_plus_jargon,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,True,3,The situation involves a debt issue where the person borrowed money from someone and are now being asked to repay it with interest.
CRAG_judge_fullTulu_plus_jargon,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,Housing,Land/Property,Land/Property,Housing,Torts/Individuals,0.80,False,True,True,True,3,The situation appears to involve a person's home and their dissatisfaction with some aspect of it.
CRAG_judge_fullTulu_plus_jargon,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,True,3,The situation involves a dispute over property rights and inheritance.
CRAG_judge_fullTulu_plus_jargon,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,Consumer/Money/Debt,Courts/Legal-System,Courts/Legal-System,Torts/Individuals,Housing,0.90,False,True,True,True,3,"The situation involves a dispute over property or land, which would likely require legal intervention and resolution through a court of law."
CRAG_judge_fullTulu_plus_jargon,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,Courts/Legal-System,Consumer/Money/Debt,IP/Identity,Torts/Individuals,Work/Employment,0.90,False,False,False,True,3,The person's concern revolves around accessing their identity documents.
CRAG_judge_fullTulu_plus_jargon,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,Consumer/Money/Debt,,Estates/Wills,Courts/Legal-System,Housing,0.90,False,False,False,True,3,"The situation involves accessing a property, which suggests an issue related to inheritance, wills, or estates."
CRAG_judge_fullTulu_plus_jargon,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,Courts/Legal-System,,Courts/Legal-System,Housing,Torts/Individuals,0.90,True,True,False,True,3,The person needs to go to court to resolve the issue.
CRAG_judge_fullTulu_plus_jargon,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,True,3,The situation involves financial or debt-related problems that are preventing the person from occupying their home.
CRAG_judge_fullTulu_plus_jargon,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,Torts/Individuals,Housing,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,True,True,False,True,3,The situation involves an individual experiencing harm or injury at the hands of another individual.
CRAG_judge_fullTulu_plus_jargon,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,Land/Property,Housing,Estates/Wills,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,True,3,The situation involves a family member's property and seems to be related to inheritance or distribution of assets after someone's death.
CRAG_judge_fullTulu_plus_jargon,18,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,Someone is selling their things using my name,IP/Identity,,Torts/Individuals,IP/Identity,Work/Employment,0.90,False,True,True,True,3,The situation involves a dispute between individuals over property rights.
CRAG_judge_fullTulu_plus_jargon,19,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,My old employer is stopping me from starting my own work,Work/Employment,,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.90,False,True,True,True,3,"The situation involves debt and financial issues, which are characteristic of consumer/money/debt-related problems."
CRAG_judge_fullTulu_plus_jargon,20,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,After my father passed away my family took the land that was meant to be given to me,Estates/Wills,Land/Property,Land/Property,Estates/Wills,Torts/Individuals,0.90,False,True,True,True,3,The situation involves the person's family property and inheritance.
