model,condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top1_reasoning
llama3,D_sparse,34,"ಎಂಕ್ ಒಂಜಿ ಪ್ರೊಮೋಷನ್ ಕೊರ್ಪೆರ್ ಪಂಡ್ಡ್ ಪಾತೇರ ಕೊರ್ಯೆರ್, ಮಾತ್ರ ದಾಲ ಕಾರಣ ಕೊರಂದೇ ಬೇತೆ ಜನಕ್ ಕೊರ್ಯೆರ್.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Consumer/Money/Debt,Land/Property,Work/Employment,0.90,False,True,True,The person's main concern appears to be their financial struggles and economic difficulties.
llama3,D_sparse,35,ಯಾನ್ ಬೇಲೆನ್ ಬುಡಿ ಬೊಕ್ಕ ಎನ್ನ ಧನಿ ಎನ್ನ ಅಖೇರಿದ ಸಂಬಳನ್ ಕೊರೋಂದಿಜ್ಜೆರ್.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,The situation appears to be a personal finance-related issue.
llama3,D_sparse,36,ಎನ್ನ ನೆರೆಕರೆದಕುಲು ಅಕ್ಲೆನ ಬೇಲಿನ್ ಎನ್ನ ಜಾಗದ ಉಲ್ಲಯಿ ಮುಟ್ಟ ಕಟ್ಟಾದೆರ್.,My neighbor built a wall that crosses onto my land,Land/Property,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,The situation involves a debt issue and the person is struggling to repay it.
llama3,D_sparse,37,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗಡ್ ಬೆನ್ನಿ ದಟ್ಟೊಂದುಲ್ಲೆರ್.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Estates/Wills,Land/Property,Housing,0.90,False,True,True,"The situation involves a person's family property and inheritance, which are typical issues related to estates and wills."
llama3,D_sparse,38,ಎನ್ನ ಜಾಗದ ಬೇಲಿನ್ ಯೇರಾ ದೆತ್ತ್ ಬುಡ್ತೆರ್.,The boundary markers on my property were moved without my knowledge,Land/Property,,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,"The SITUATION mentions 'my land' or 'my place', indicating a problem related to property ownership or possession."
llama3,D_sparse,39,ಎನ್ನ ಪಲಯೆ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗದ ಒಂಜಿ ಭಾಗನ್ ಆಯೇನ ಮಾತ್ರ ಪಂಡ್ಡ್ ಪಣೊಂದುಲ್ಲೆ.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,The situation involves an individual's rights being violated by another person or group.
llama3,D_sparse,40,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಜಾಗದ ಮರನ್ ಕಡ್ತೆರ್.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Land/Property,Courts/Legal-System,Torts/Individuals,0.90,True,True,False,The situation revolves around property rights and a dispute over a specific piece of land (the tree).
llama3,D_full,21,ಎಂಕ್ಲೇನ ತಿರ್ಪು ಮಲ್ತಿನ ಸಮಯದ ದುಂಬು ಎನ್ನ ಧನಿ ಬಾಡಿಗೆ ಜಾಸ್ತಿ ಮಲ್ಪೆರೆ ಪ್ರಯತ್ನ ಮಲ್ತೋಂದುಲ್ಲೇರ್.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Work/Employment,Torts/Individuals,Estates/Wills,0.80,False,False,False,"The person's problem seems to be related to selling their property, which is a type of work or employment issue."
llama3,D_full,22,ಬರೀತಕುಲು ಏತ್ ಬೊಬ್ಬೆ ಪಾಡೋಂದುಲ್ಲೇರ್ ಪನ್ಡ ಎಂಕ್ ರಾತ್ರೆಡ್ ಜೆಪ್ಪೆರೇ ಆವೊಂದಿಜಿ.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,Courts/Legal-System,Torts/Individuals,Work/Employment,0.90,False,True,True,"The situation involves threats and demands, which suggests that legal action may be involved or necessary to resolve the issue."
llama3,D_full,23,ಎನ್ನ ಅಡಿಪಿಲ್ದಾ ಹಾಳ್ ಆಯಿನ ನಳ್ಳಿನ್ ಎನ್ನ ಧನಿ ಸರಿ ಮಲ್ಪೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,My landlord will not fix the broken pipe in my kitchen,Housing,,Consumer/Money/Debt,Work/Employment,Housing,0.90,False,True,True,The primary concern is the person's financial situation and struggle to make ends meet.
llama3,D_full,24,ಎಂಕ್ ಬಾಡಿಗೆದ ಇಲ್ಲನ್ ಬುಡಿಯೆರೆ ಖಾಲಿ ರಡ್ಡ್ ದಿನತ ವಯಿದೇ ಕೊರ್ಯೇರ್.,I was told to leave my rented house with only two days notice,Housing,,Housing,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,The situation revolves around the person's home and potential eviction.
llama3,D_full,25,ಎನ್ನ ಸಹವಾಸಿ ಇಲ್ಲ್ ಬುಡ್ದು ಬಾದಡಿಗೆನ್ ಪುರಾ ಎನ್ನ ಮಿತ್ತೆ ಪಾಡ್ದ್ ಪೋಯೇರ್.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Housing,Torts/Individuals,Consumer/Money/Debt,0.90,True,True,False,The situation involves a dispute over living arrangements and financial contributions within a shared household.
llama3,D_full,26,ಎಂಕ್ ಒಂಜಿ ಹಾಳ್ ಆಯ್ನ ಫೋನ್-ನ್ ಮಾರ್ದ್ ದಅಂಗಡಿದ ಧನಿ ಕಾಸ್ನ್ ಪಿರಾ ಕೊರೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Consumer/Money/Debt,Land/Property,Torts/Individuals,0.80,True,True,False,Financial struggles and seeking help
llama3,D_full,27,ಯಾನ್ ಪೂರಾ ಕಾಸ್ ಕೊರಿ ಬೊಕ್ಕಲಾ ಬೇಲೆನ್ ಪೂರ್ತಿ ಮಲ್ತಿಜೆರ್.,I paid for a service that was never completed,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,The situation involves a dispute over property rights and inheritance.
llama3,D_full,28,"ಎನ್ನ ಮೆಗ್ಗೆ ರಡ್ಡ್ ವರ್ಷದ ದುಂಬು ಎನ್ನಡ್ದ ಸಾರ ದೆತ್ತೊಂಡೆ, ಅವೆನ್ ನನ್ಲಾ ಪಿರಾ ಕೊರ್ತಿಜೆ.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Estates/Wills,Torts/Individuals,Land/Property,0.90,False,False,False,"The situation involves a dispute over ancestral property and the person's father is involved, suggesting issues with inheritance or property rights."
llama3,D_full,29,ಎನ್ನ ಒಪ್ಪಂದಿನ ಶುಲ್ಕಗ್ ಬ್ಯಾಂಕ್ ಎನ್ನ ಮಿತ್ತ್ ಕಾಸ್ ಪಾಡೊಂದುಂಡು.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,The situation involves an individual's personal financial matter and a problem with accessing their funds.
llama3,D_full,30,ಏರೊ ಎನನ್ ಒಂಜಿ ಡೋಂಗಿ ಆಸ್ತಿದ ಮಿತ್ತ್ ಕಾಸ್ ಪಾಡೆರೆ ಒಪ್ಪಾಯೆರ್.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Estates/Wills,0.90,False,False,False,The situation involves a dispute over property rights with a friend.
llama3,D_full,31,ಯಾನ್ ಮಲ್ತಿನ ಜಾಸ್ತಿ ಕೆಲ್ಸಗ್ ಎಂಕ್ ಬೇಲೆದ ಜಾಗಡ್ಡ್ ಕಾಸ್ ತಿಕ್ಕಿಜಿ.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,The situation involves a dispute over ownership or possession of a property.
llama3,D_full,32,ಯಾನ್ ಧನಿಟ ಯಾನ್ ಹುಷಾರ್ ಇಜ್ಜಿ ಪಂಡ್ಡ್ ಪಂಡಿನ ವಾರಡೆ ಆರ್ ಎನನ್ ಬೇಲೆಡ್ಡ್ ದೆತ್ತೆರ್.,I was fired the same week I told my boss I was sick,Work/Employment,,IP/Identity,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,The situation involves a dispute over property rights and ownership.
llama3,D_full,33,ಎನ್ನ ಧನಿ ಎನನ್ ಸುರಕ್ಷ ದೀಪಿನ ಸಾಮಾನ್ ಕೊರ್ಪೆರ್ ಪಂದ್ ಪಂಡಿ ಬೊಕ್ಕ ಅವೆನ್ ಕೊರಂದೇ ಎನಡ ಬೇಲೆ ಮಲ್ಪಾವೊಂದುಲ್ಲೆರ್.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Land/Property,Courts/Legal-System,IP/Identity,0.90,False,False,False,The situation involves a property being taken away by someone else.
llama3,D_full,34,"ಎಂಕ್ ಒಂಜಿ ಪ್ರೊಮೋಷನ್ ಕೊರ್ಪೆರ್ ಪಂಡ್ಡ್ ಪಾತೇರ ಕೊರ್ಯೆರ್, ಮಾತ್ರ ದಾಲ ಕಾರಣ ಕೊರಂದೇ ಬೇತೆ ಜನಕ್ ಕೊರ್ಯೆರ್.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Consumer/Money/Debt,Land/Property,Work/Employment,0.90,False,True,True,The person's main concern is their financial struggles and economic difficulties.
llama3,D_full,35,ಯಾನ್ ಬೇಲೆನ್ ಬುಡಿ ಬೊಕ್ಕ ಎನ್ನ ಧನಿ ಎನ್ನ ಅಖೇರಿದ ಸಂಬಳನ್ ಕೊರೋಂದಿಜ್ಜೆರ್.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Work/Employment,0.80,False,True,True,The situation appears to be related to the person's financial struggles and income.
llama3,D_full,36,ಎನ್ನ ನೆರೆಕರೆದಕುಲು ಅಕ್ಲೆನ ಬೇಲಿನ್ ಎನ್ನ ಜಾಗದ ಉಲ್ಲಯಿ ಮುಟ್ಟ ಕಟ್ಟಾದೆರ್.,My neighbor built a wall that crosses onto my land,Land/Property,,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.90,False,False,False,The person is struggling to repay a debt they borrowed from someone.
llama3,D_full,37,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗಡ್ ಬೆನ್ನಿ ದಟ್ಟೊಂದುಲ್ಲೆರ್.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Estates/Wills,Land/Property,Consumer/Money/Debt,0.90,False,True,True,"The situation involves informing elderly relatives about changes in family property, suggesting an estate or will may be involved."
llama3,D_full,38,ಎನ್ನ ಜಾಗದ ಬೇಲಿನ್ ಯೇರಾ ದೆತ್ತ್ ಬುಡ್ತೆರ್.,The boundary markers on my property were moved without my knowledge,Land/Property,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,The SITUATION mentions 'my land' which indicates a property-related issue.
llama3,D_full,39,ಎನ್ನ ಪಲಯೆ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗದ ಒಂಜಿ ಭಾಗನ್ ಆಯೇನ ಮಾತ್ರ ಪಂಡ್ಡ್ ಪಣೊಂದುಲ್ಲೆ.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,The person is experiencing harm or injury as a result of someone else's actions.
llama3,D_full,40,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಜಾಗದ ಮರನ್ ಕಡ್ತೆರ್.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Estates/Wills,Land/Property,Courts/Legal-System,0.90,False,True,True,The situation involves a dispute over property and inheritance.
llama3,E_sparse,21,ಎಂಕ್ಲೇನ ತಿರ್ಪು ಮಲ್ತಿನ ಸಮಯದ ದುಂಬು ಎನ್ನ ಧನಿ ಬಾಡಿಗೆ ಜಾಸ್ತಿ ಮಲ್ಪೆರೆ ಪ್ರಯತ್ನ ಮಲ್ತೋಂದುಲ್ಲೇರ್.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,The person is trying to recover a debt or money owed by someone else.
llama3,E_sparse,22,ಬರೀತಕುಲು ಏತ್ ಬೊಬ್ಬೆ ಪಾಡೋಂದುಲ್ಲೇರ್ ಪನ್ಡ ಎಂಕ್ ರಾತ್ರೆಡ್ ಜೆಪ್ಪೆರೇ ಆವೊಂದಿಜಿ.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Property damage caused by another person's action
llama3,E_sparse,23,ಎನ್ನ ಅಡಿಪಿಲ್ದಾ ಹಾಳ್ ಆಯಿನ ನಳ್ಳಿನ್ ಎನ್ನ ಧನಿ ಸರಿ ಮಲ್ಪೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,My landlord will not fix the broken pipe in my kitchen,Housing,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,Unauthorized transaction of the person's money
llama3,E_sparse,24,ಎಂಕ್ ಬಾಡಿಗೆದ ಇಲ್ಲನ್ ಬುಡಿಯೆರೆ ಖಾಲಿ ರಡ್ಡ್ ದಿನತ ವಯಿದೇ ಕೊರ್ಯೇರ್.,I was told to leave my rented house with only two days notice,Housing,,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Physical harm/damage caused by another person to the individual's property
llama3,E_sparse,25,ಎನ್ನ ಸಹವಾಸಿ ಇಲ್ಲ್ ಬುಡ್ದು ಬಾದಡಿಗೆನ್ ಪುರಾ ಎನ್ನ ಮಿತ್ತೆ ಪಾಡ್ದ್ ಪೋಯೇರ್.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,Neighbor entered house without permission
llama3,E_sparse,26,ಎಂಕ್ ಒಂಜಿ ಹಾಳ್ ಆಯ್ನ ಫೋನ್-ನ್ ಮಾರ್ದ್ ದಅಂಗಡಿದ ಧನಿ ಕಾಸ್ನ್ ಪಿರಾ ಕೊರೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,The person's money has been taken without permission.
llama3,E_sparse,27,ಯಾನ್ ಪೂರಾ ಕಾಸ್ ಕೊರಿ ಬೊಕ್ಕಲಾ ಬೇಲೆನ್ ಪೂರ್ತಿ ಮಲ್ತಿಜೆರ್.,I paid for a service that was never completed,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Work/Employment,0.90,True,True,False,The situation involves a transaction or agreement involving money or goods.
llama3,E_sparse,28,"ಎನ್ನ ಮೆಗ್ಗೆ ರಡ್ಡ್ ವರ್ಷದ ದುಂಬು ಎನ್ನಡ್ದ ಸಾರ ದೆತ್ತೊಂಡೆ, ಅವೆನ್ ನನ್ಲಾ ಪಿರಾ ಕೊರ್ತಿಜೆ.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,"The situation involves an agreement or relationship that was ended by someone else, and they're not getting something back."
llama3,E_sparse,29,ಎನ್ನ ಒಪ್ಪಂದಿನ ಶುಲ್ಕಗ್ ಬ್ಯಾಂಕ್ ಎನ್ನ ಮಿತ್ತ್ ಕಾಸ್ ಪಾಡೊಂದುಂಡು.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Work/Employment,0.90,True,True,False,Money owed but not paid according to an agreement
llama3,E_sparse,30,ಏರೊ ಎನನ್ ಒಂಜಿ ಡೋಂಗಿ ಆಸ್ತಿದ ಮಿತ್ತ್ ಕಾಸ್ ಪಾಡೆರೆ ಒಪ್ಪಾಯೆರ್.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Torts/Individuals,Land/Property,Housing,0.85,False,False,False,Property damage or harm caused by another individual
llama3,E_sparse,31,ಯಾನ್ ಮಲ್ತಿನ ಜಾಸ್ತಿ ಕೆಲ್ಸಗ್ ಎಂಕ್ ಬೇಲೆದ ಜಾಗಡ್ಡ್ ಕಾಸ್ ತಿಕ್ಕಿಜಿ.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Someone entered another person's property without permission
llama3,E_sparse,32,ಯಾನ್ ಧನಿಟ ಯಾನ್ ಹುಷಾರ್ ಇಜ್ಜಿ ಪಂಡ್ಡ್ ಪಂಡಿನ ವಾರಡೆ ಆರ್ ಎನನ್ ಬೇಲೆಡ್ಡ್ ದೆತ್ತೆರ್.,I was fired the same week I told my boss I was sick,Work/Employment,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,"The person's bed has been taken without permission, which is a clear violation of their rights to their land or property."
llama3,E_sparse,33,ಎನ್ನ ಧನಿ ಎನನ್ ಸುರಕ್ಷ ದೀಪಿನ ಸಾಮಾನ್ ಕೊರ್ಪೆರ್ ಪಂದ್ ಪಂಡಿ ಬೊಕ್ಕ ಅವೆನ್ ಕೊರಂದೇ ಎನಡ ಬೇಲೆ ಮಲ್ಪಾವೊಂದುಲ್ಲೆರ್.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,Property damage caused by another person's action
llama3,E_sparse,34,"ಎಂಕ್ ಒಂಜಿ ಪ್ರೊಮೋಷನ್ ಕೊರ್ಪೆರ್ ಪಂಡ್ಡ್ ಪಾತೇರ ಕೊರ್ಯೆರ್, ಮಾತ್ರ ದಾಲ ಕಾರಣ ಕೊರಂದೇ ಬೇತೆ ಜನಕ್ ಕೊರ್ಯೆರ್.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage or personal injury caused by another individual's action
llama3,E_sparse,35,ಯಾನ್ ಬೇಲೆನ್ ಬುಡಿ ಬೊಕ್ಕ ಎನ್ನ ಧನಿ ಎನ್ನ ಅಖೇರಿದ ಸಂಬಳನ್ ಕೊರೋಂದಿಜ್ಜೆರ್.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Consumer/Money/Debt,Work/Employment,Housing,0.90,False,True,True,The person is owed money by someone else.
llama3,E_sparse,36,ಎನ್ನ ನೆರೆಕರೆದಕುಲು ಅಕ್ಲೆನ ಬೇಲಿನ್ ಎನ್ನ ಜಾಗದ ಉಲ್ಲಯಿ ಮುಟ್ಟ ಕಟ್ಟಾದೆರ್.,My neighbor built a wall that crosses onto my land,Land/Property,,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Physical harm/damage caused by another person's action
llama3,E_sparse,37,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗಡ್ ಬೆನ್ನಿ ದಟ್ಟೊಂದುಲ್ಲೆರ್.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,Unauthorized occupation of family land
llama3,E_sparse,38,ಎನ್ನ ಜಾಗದ ಬೇಲಿನ್ ಯೇರಾ ದೆತ್ತ್ ಬುಡ್ತೆರ್.,The boundary markers on my property were moved without my knowledge,Land/Property,,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,"Someone entered the person's property without permission, which falls under Torts/Individuals"
llama3,E_sparse,39,ಎನ್ನ ಪಲಯೆ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗದ ಒಂಜಿ ಭಾಗನ್ ಆಯೇನ ಮಾತ್ರ ಪಂಡ್ಡ್ ಪಣೊಂದುಲ್ಲೆ.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,Dispute over land taken without permission
llama3,E_sparse,40,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಜಾಗದ ಮರನ್ ಕಡ್ತೆರ್.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,The situation revolves around someone's action affecting the person's property (land) without permission.
llama3,E_full,21,ಎಂಕ್ಲೇನ ತಿರ್ಪು ಮಲ್ತಿನ ಸಮಯದ ದುಂಬು ಎನ್ನ ಧನಿ ಬಾಡಿಗೆ ಜಾಸ್ತಿ ಮಲ್ಪೆರೆ ಪ್ರಯತ್ನ ಮಲ್ತೋಂದುಲ್ಲೇರ್.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Housing,Consumer/Money/Debt,Torts/Individuals,0.85,True,True,False,Landlord-tenant rent dispute
llama3,E_full,22,ಬರೀತಕುಲು ಏತ್ ಬೊಬ್ಬೆ ಪಾಡೋಂದುಲ್ಲೇರ್ ಪನ್ಡ ಎಂಕ್ ರಾತ್ರೆಡ್ ಜೆಪ್ಪೆರೇ ಆವೊಂದಿಜಿ.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Property damage caused by another person's action
llama3,E_full,23,ಎನ್ನ ಅಡಿಪಿಲ್ದಾ ಹಾಳ್ ಆಯಿನ ನಳ್ಳಿನ್ ಎನ್ನ ಧನಿ ಸರಿ ಮಲ್ಪೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,My landlord will not fix the broken pipe in my kitchen,Housing,,Housing,Consumer/Money/Debt,Torts/Individuals,0.90,True,True,False,Landlord-tenant relationship and house condition
llama3,E_full,24,ಎಂಕ್ ಬಾಡಿಗೆದ ಇಲ್ಲನ್ ಬುಡಿಯೆರೆ ಖಾಲಿ ರಡ್ಡ್ ದಿನತ ವಯಿದೇ ಕೊರ್ಯೇರ್.,I was told to leave my rented house with only two days notice,Housing,,Housing,Torts/Individuals,Consumer/Money/Debt,0.95,True,True,False,Landlord-tenant relationship and return of house
llama3,E_full,25,ಎನ್ನ ಸಹವಾಸಿ ಇಲ್ಲ್ ಬುಡ್ದು ಬಾದಡಿಗೆನ್ ಪುರಾ ಎನ್ನ ಮಿತ್ತೆ ಪಾಡ್ದ್ ಪೋಯೇರ್.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,Consumer/Money/Debt,0.95,False,True,True,Unauthorized entry and taking of property
llama3,E_full,26,ಎಂಕ್ ಒಂಜಿ ಹಾಳ್ ಆಯ್ನ ಫೋನ್-ನ್ ಮಾರ್ದ್ ದಅಂಗಡಿದ ಧನಿ ಕಾಸ್ನ್ ಪಿರಾ ಕೊರೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,True,True,False,Dispute over money owed by landlord/owner
llama3,E_full,27,ಯಾನ್ ಪೂರಾ ಕಾಸ್ ಕೊರಿ ಬೊಕ್ಕಲಾ ಬೇಲೆನ್ ಪೂರ್ತಿ ಮಲ್ತಿಜೆರ್.,I paid for a service that was never completed,Consumer/Money/Debt,,Housing,Consumer/Money/Debt,Torts/Individuals,0.85,False,True,True,Landlord-tenant relationship and deposit dispute
llama3,E_full,28,"ಎನ್ನ ಮೆಗ್ಗೆ ರಡ್ಡ್ ವರ್ಷದ ದುಂಬು ಎನ್ನಡ್ದ ಸಾರ ದೆತ್ತೊಂಡೆ, ಅವೆನ್ ನನ್ಲಾ ಪಿರಾ ಕೊರ್ತಿಜೆ.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage or theft caused by another individual's action
llama3,E_full,29,ಎನ್ನ ಒಪ್ಪಂದಿನ ಶುಲ್ಕಗ್ ಬ್ಯಾಂಕ್ ಎನ್ನ ಮಿತ್ತ್ ಕಾಸ್ ಪಾಡೊಂದುಂಡು.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,Loan/debt issue with friend/bank
llama3,E_full,30,ಏರೊ ಎನನ್ ಒಂಜಿ ಡೋಂಗಿ ಆಸ್ತಿದ ಮಿತ್ತ್ ಕಾಸ್ ಪಾಡೆರೆ ಒಪ್ಪಾಯೆರ್.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Housing,Consumer/Money/Debt,Torts/Individuals,0.95,False,True,True,Landlord-tenant relationship and dispute over money
llama3,E_full,31,ಯಾನ್ ಮಲ್ತಿನ ಜಾಸ್ತಿ ಕೆಲ್ಸಗ್ ಎಂಕ್ ಬೇಲೆದ ಜಾಗಡ್ಡ್ ಕಾಸ್ ತಿಕ್ಕಿಜಿ.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,Unauthorized occupation and dispute over land ownership
llama3,E_full,32,ಯಾನ್ ಧನಿಟ ಯಾನ್ ಹುಷಾರ್ ಇಜ್ಜಿ ಪಂಡ್ಡ್ ಪಂಡಿನ ವಾರಡೆ ಆರ್ ಎನನ್ ಬೇಲೆಡ್ಡ್ ದೆತ್ತೆರ್.,I was fired the same week I told my boss I was sick,Work/Employment,,Housing,Torts/Individuals,Courts/Legal-System,0.95,False,False,False,Landlord-tenant relationship and house entry issue
llama3,E_full,33,ಎನ್ನ ಧನಿ ಎನನ್ ಸುರಕ್ಷ ದೀಪಿನ ಸಾಮಾನ್ ಕೊರ್ಪೆರ್ ಪಂದ್ ಪಂಡಿ ಬೊಕ್ಕ ಅವೆನ್ ಕೊರಂದೇ ಎನಡ ಬೇಲೆ ಮಲ್ಪಾವೊಂದುಲ್ಲೆರ್.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Housing,Torts/Individuals,Consumer/Money/Debt,0.90,False,False,False,Landlord-tenant dispute over personal belongings
llama3,E_full,34,"ಎಂಕ್ ಒಂಜಿ ಪ್ರೊಮೋಷನ್ ಕೊರ್ಪೆರ್ ಪಂಡ್ಡ್ ಪಾತೇರ ಕೊರ್ಯೆರ್, ಮಾತ್ರ ದಾಲ ಕಾರಣ ಕೊರಂದೇ ಬೇತೆ ಜನಕ್ ಕೊರ್ಯೆರ್.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.85,False,False,False,Property taken without permission
llama3,E_full,35,ಯಾನ್ ಬೇಲೆನ್ ಬುಡಿ ಬೊಕ್ಕ ಎನ್ನ ಧನಿ ಎನ್ನ ಅಖೇರಿದ ಸಂಬಳನ್ ಕೊರೋಂದಿಜ್ಜೆರ್.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Work/Employment,0.90,False,True,True,Failure to receive payment from landlord/owner
llama3,E_full,36,ಎನ್ನ ನೆರೆಕರೆದಕುಲು ಅಕ್ಲೆನ ಬೇಲಿನ್ ಎನ್ನ ಜಾಗದ ಉಲ್ಲಯಿ ಮುಟ್ಟ ಕಟ್ಟಾದೆರ್.,My neighbor built a wall that crosses onto my land,Land/Property,,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,Dispute over land ownership and property boundaries
